Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,ertert (product.metafields.custom.ertert),Größentabelle (product.metafields.custom.grosentabelle),Material & Pflege (product.metafields.custom.material_pflege),Material & Pflege2 (product.metafields.custom.material_pflege2),Handelsartikelbeschreibung (product.metafields.import_information.trade_item_description),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
schoneberg-tee,Schöneberg Tee,"<p>Made from 100% organic ring-spun cotton, this unisex t-shirt is a total must-have. It's high-quality, super comfy, and best of all—eco-friendly.<br></p>",DSTRCTEE,Uncategorized,"","",true,Size,S,,,,,,,,5052128_11864,150.2524725625,shopify,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840b12edfe75.jpg?v=1749070141,1,Product mockup,false,,,,,"• 100% organic ring-spun cotton
• Fabric weight: 5.3 oz./yd.² (180 g/m²)
• Single jersey
• Medium fit
• Set-in sleeves
• 1 × 1 rib at collar
• Wide double-needle topstitch on the sleeves and bottom hems
• Self-fabric neck tape (inside, back of the neck)
• The fabric of this product holds certifications for its organic cotton content under GOTS (Global Organic Textile Standard) and OCS (Organic Content Standard)
• The fabric of this product is OEKO-TEX Standard 100 certified and PETA-Approved Vegan
• Blank product sourced from Bangladesh

The sizes correspond to a smaller size in the US market, so US customers should order a size up.

This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840b12edfe75.jpg?v=1749070141,oz,PC040100,20.00,active
schoneberg-tee,,,,,,,,,M,,,,,,,,5052128_11865,170.09713875,shopify,deny,manual,30.00,,true,true,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840b12edfe75.jpg?v=1749070141,oz,PC040100,20.00,
schoneberg-tee,,,,,,,,,L,,,,,,,,5052128_11866,175.767043375,shopify,deny,manual,30.00,,true,true,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840b12edfe75.jpg?v=1749070141,oz,PC040100,20.00,
schoneberg-tee,,,,,,,,,XL,,,,,,,,5052128_11867,187.106852625,shopify,deny,manual,30.00,,true,true,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840b12edfe75.jpg?v=1749070141,oz,PC040100,20.00,
kopenick-tee,Köpenick Tee,"<h3>Köpenick Tee – Müggelsee Edition</h3>
<p>Segel setzen Richtung Berlin-Köpenick.<br><br>Das <strong>Köpenick Tee</strong> ist eine Hommage an den Müggelsee – Berlins größtes Binnengewässer und ein Symbol für Freiheit, Natur und urbanen Rückzugsort. Das T-Shirt zeigt eine künstlerische Collage von Segelbooten, eingefangen in unterschiedlichen Farbwelten – von Tag bis Nacht, von Klarheit bis Reflexion.</p>
<p><br></p>
<p><strong class=""size-guide-title"">Größentabelle</strong></p>
<div data-unit-system=""metric"" class=""table-responsive dynamic"">
<table cellpadding=""5"">
<tbody>
<tr>
<td> </td>
<td><strong>KÖRPERLÄNGE (cm)</strong></td>
<td><strong>BRUSTWEITE (cm)</strong></td>
<td><strong>ÄRMELLÄNGE (cm)</strong></td>
</tr>
<tr>
<td><strong>S</strong></td>
<td>69</td>
<td>49.5</td>
<td>22.5</td>
</tr>
<tr>
<td><strong>M</strong></td>
<td>73</td>
<td>53.5</td>
<td>24</td>
</tr>
<tr>
<td><strong>L</strong></td>
<td>75</td>
<td>56.5</td>
<td>24.5</td>
</tr>
<tr>
<td><strong>XL</strong></td>
<td>77</td>
<td>59.5</td>
<td>25</td>
</tr>
<tr>
<td><strong>2XL</strong></td>
<td>79</td>
<td>63.5</td>
<td>25.5</td>
</tr>
<tr>
<td><strong>3XL</strong></td>
<td>81</td>
<td>67.5</td>
<td>26</td>
</tr>
<tr>
<td><strong>4XL</strong></td>
<td>83</td>
<td>72.5</td>
<td>26</td>
</tr>
<tr>
<td><strong>5XL</strong></td>
<td>84</td>
<td>77.5</td>
<td>26</td>
</tr>
</tbody>
</table>
</div>",Mein Shop,Uncategorized,"","",true,Size,S,,,,,,,,5556700_11864,150.2524725625,shopify,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840af9aecdd3.jpg?v=1749069736,1,Product mockup,false,,,,,"
• 100% organic ring-spun cotton
• Fabric weight: 5.3 oz./yd.² (180 g/m²)
• Single jersey
• Medium fit
• Set-in sleeves
• 1 × 1 rib at collar
• Wide double-needle topstitch on the sleeves and bottom hems
• Self-fabric neck tape (inside, back of the neck)
• The fabric of this product holds certifications for its organic cotton content under GOTS (Global Organic Textile Standard) and OCS (Organic Content Standard)
• The fabric of this product is OEKO-TEX Standard 100 certified and PETA-Approved Vegan
• Blank product sourced from Bangladesh


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840af9aecdd3.jpg?v=1749069736,oz,PC040100,20.00,active
kopenick-tee,,,,,,,,,M,,,,,,,,5556700_11865,170.09713875,shopify,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/IMG_2174w.jpg?v=1752151350,2,"",,,,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840af9aecdd3.jpg?v=1749069736,oz,PC040100,20.00,
kopenick-tee,,,,,,,,,L,,,,,,,,5556700_11866,175.767043375,shopify,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/IMG_2160w.jpg?v=1752151350,3,"",,,,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840af9aecdd3.jpg?v=1749069736,oz,PC040100,20.00,
kopenick-tee,,,,,,,,,XL,,,,,,,,5556700_11867,187.106852625,shopify,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/IMG_2163w.jpg?v=1752151350,4,"",,,,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840af9aecdd3.jpg?v=1749069736,oz,PC040100,20.00,
f-hain-tee,F-Hain Tee,"<p><strong>F-HAIN TEE von Anne Jahn – Friedrichshain auf Stoff</strong></p>
<p><br>Ein T-Shirt, das Kunst und Kiez vereint: Das F-HAIN Tee zeigt eine künstlerische Interpretation der Oberbaumbrücke, kombiniert mit urbanen Impressionen aus Friedrichshain – bunt, lebendig, kontrastreich. Das Design stammt von der Künstlerin <a href=""https://dstrctee.com/blogs/news/unsere-kunstler"" title=""Anne Jahn"" rel=""noopener"" target=""_blank"">Anne Jahn</a> und bringt Berliner Kiezgefühl direkt auf deine Brust (und vor allem auf deinen Rücken).<br></p>",Mein Shop,Uncategorized,"","",true,Size,S,,,,,,,,6096975_11864,150.2524725625,shopify,deny,manual,27.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840ac8d12406.jpg?v=1749068952,1,Product mockup,false,,,,,"Gedruckt auf hochwertigem, umweltfreundlichem Stoff bietet dir dieses Shirt nicht nur Style, sondern auch Komfort und ein gutes Gewissen.

Details:
100 % Bio-Baumwolle (ringgesponnen)
Stoffgewicht: 180 g/m²
Medium Fit (Unisex)
Einzeljersey
Eingesetzte Ärmel &amp; Rippkragen

Doppelte Nähte an Ärmeln und Saum

GOTS, OCS, OEKO-TEX 100 und PETA-Approved Vegan zertifiziert

Produziert on demand – für weniger Überproduktion und mehr Nachhaltigkeit",,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840ac8d12406.jpg?v=1749068952,oz,PC040100,20.00,active
f-hain-tee,,,,,,,,,M,,,,,,,,6096975_11865,170.09713875,shopify,deny,manual,27.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/IMG_2843.jpg?v=1752151430,2,"",,,,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840ac8d12406.jpg?v=1749068952,oz,PC040100,20.00,
f-hain-tee,,,,,,,,,L,,,,,,,,6096975_11866,175.767043375,shopify,deny,manual,27.00,,true,true,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840ac8d12406.jpg?v=1749068952,oz,PC040100,20.00,
f-hain-tee,,,,,,,,,XL,,,,,,,,6096975_11867,187.106852625,shopify,deny,manual,27.00,,true,true,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/1997/6821/files/unisex-organic-cotton-t-shirt-white-front-and-back-6840ac8d12406.jpg?v=1749068952,oz,PC040100,20.00,
